workerId	assignmentId	Treatment	Time	KnewAboutMoodStudy	AwareThisStudy_BotnetSpam	AwareThisStudy_Facebook	AwareThisStudy_OSCredentialSpoofing	AwareThisStudy_SocialPhishing	AwareThisStudy_WarningsDeception	PrevParticipated_BotnetSpam	PrevParticipated_Facebook	PrevParticipated_OSCredentialSpoofing	PrevParticipated_SocialPhishing	PrevParticipated_WarningsDeception	Proceed_BotnetSpam	Proceed_Facebook	Proceed_OSCredentialSpoofing	Proceed_SocialPhishing	Proceed_WarningsDeception	Surrogate_BotnetSpam	Surrogate_Facebook	Surrogate_OSCredentialSpoofing	Surrogate_SocialPhishing	Surrogate_WarningsDeception	XplainProceed_BotnetSpam	XplainProceed_Facebook	XplainProceed_OSCredentialSpoofing	XplainProceed_SocialPhishing	XplainProceed_WarningsDeception	XplainSurrogate_BotnetSpam	XplainSurrogate_Facebook	XplainSurrogate_OSCredentialSpoofing	XplainSurrogate_SocialPhishing	XplainSurrogate_WarningsDeception
A124D6QW6I80H6	3U5NZHP4LR3KR48PBGYI2CG7PIKHPD	UnnamedCompany	1123	no	no	no	no	no	no	no	no	no	no	no	no	caution	yes	unsure	yes	no	yes	yes	no	yes	The researchers aren't informing their participants that they are a part of the experiment or that the store isn't working. This seems unethical to me.	As long as the participants are aware that they're a part of an experiment, I don't see any problems with this.	The researchers seem to be doing everything ethically.	I'm not sure if this experiment is ethical or not. I can't decide if they should be allowed to see students' passwords or not.	I don't think that this experiment would cause any harm, and the participants are shown the true purpose of the study afterward. This seems to be an ethical experiment.	They haven't given their consent to be a part of the experiment.	There don't seem to be any problems w	This study seems very useful and doesn't have much potential to harm the participants.	I wouldn't want their privacy to be violated. The researchers would be viewing their Facebook profiles and would even have access to their passwords.	This experiment doesn't seem harmful or unethical.
A124NJNCAG5E6E	3ZGVPD4G6TI4AH1QYJD97TL9AB8TZ6	InsertOnlyPostiveposts	1231	no	no	no	no	no	no	no	no	no	no	no	caution	no	caution	no	unsure	yes	no	yes	indifferent	yes	Because they are allowing their computer to be infected, there is a chance that the botnet software placed on their computer could steal participants' data, which would them jeopardize the sanitized spam of the experiment. In addition, some spammers advertise using porn and that is sent out to every email address, so therefore the researchers could unwittingly send porn links to children. The risk involved in executing this project is very great.	This study has very little scientific merit, if any. And it is being conducted by a for-profit company, not an institution with a research arm that will benefit the community as a whole. This is just another ploy cooked up by facebook to learn how to better market to its users. This study is an awful idea.	This experiment does not involve such obvious risks as the other two about phishing and spamming. I think people do not consider this risk quite as much as the others. It is important to gain this insight to help the community overall. They will have to be careful in that every website logs things, and there will have to be a method in place of securely scrubbing the passwords, lest the researchers get hacked themselves and inadvertently leak the information.	It is one thing to send an email to see if people go to the fake site and enter their password. It is quite another to peruse all of their facebook profiles for the specific purpose of targeting them. That is mean and completely unethical.	I think the study is sound as given by the answers above, but I don't know who the computer security researchers are and who they are with. Maybe if I knew who they were representing, it might make or break the determination.	This data will not impact the person financially or physically and should be allowed to be carried out.	This is facebook just cooking up another scheme to market better and improve their share price.	It is important that people see how prevalent this is as people may be currently unaware. I would want those I care about to be better informed and more well protected.	They should know better than to open phishing links, so if they participate it is on their own head.	It would be be helpful to the community to be able to know what security warnings are effective. The people I care about should learn better what real and fake security threats look like.
A1276OAJ04HURQ	3H8DHMCCW9C24X67CSAKFAFA3ITDKB	UnnamedCompany	1888	no	no	no	no	no	no	no	no	no	no	no	unsure	no	yes	yes	yes	no	no	yes	yes	yes	Spam might be a problem for some users and not a problem for other users. It depends on how careful the users are about using their emails.	I believe that it is hard to judge the moods of social media users based on the postings. Plus this experiment is selectively hiding some of the friends' posts which feels like deception.	Researchers could use this information to help people avoid being hacking victims. Security is an important issue these days and the more educated people are the better.	Phishing attacks are tricky to spot and can prey on people who are not careful. Researchers can use the information collected to help people learn more about phishing and detect it in the future.	Researchers will gain valuable information about how to present security warnings. They can use this information to make effective warnings that help people avoid real security risks.	This does not seem to provide much benefit to the person I care about.	This experiment seems to provide no real benefit to the person I care about.	It is good for the person I care about to be exposed to hacking techniques that might happen in real life. They can be wiser about how hackers try to trick them.	This will teach the person I care about to be careful about opening emails and entering passwords.	It would be good practice for the person I care about to face a security warning. They will know how to react if they see it again in real life.
A128BUMKWWS54Z	3RXCAC0YIRQLLGEX5TEPVQ9GL9VG8J	WithoutRemovingPositivePosts	290	yes	no	yes	no	no	no	no	no	no	no	no	caution	yes	yes	caution	yes	no	yes	yes	yes	yes		I believe Facebook has already done something like this.	Since passwords are not actually being collected I think this would be OK to do.	Falsely acquiring credentials is dangerous territory.	Because there is no real security threat I don't see this as being an issue.					
A12APPXPFNBZHS	392CY0QWG1SYY6XQJEOFZQ6RY3KI45	NoAdvertising	944	yes	no	yes	no	no	no	no	no	no	no	yes	no	no	caution	no	yes	no	no	indifferent	no	yes	Many ethical problems here, including not telling users what they got involved in even after the fact.	See answer above.	If performed ethically as described, then this could be OK.  I liken it to how cops catch child molesters in online forums but with a more broad mission that has benefits for many.	This is wrong on so many levels - from tapping into users' Facebook accounts to impersonating friends to sending phishing messages to collecting and using passwords.  There's very little benefit for all the ethically wrong concepts.	This kind of research happens all the time - and should.	No valid reason for this to occur.  There's not a good reason to validate effectiveness of spam.	Excluding entries from news feeds is not ethical, especially without telling users ahead of time.	Wouldn't want someone I cared about to get caught up in this, but it wouldn't be the worst thing in the world.	I wouldn't wish this on anyone.	This is a valid deception that will be fully explained upon completion of the experiment.
A12BKSOTQGVTRU	324G5B4FB39KAYYTHMXGWYQ53GO70O	NoAdvertising	1238	no	no	no	no	no	no	no	no	no	no	no	caution	no	caution	caution	yes	indifferent	no	yes	yes	yes	they should proceed, but make sure that all the information remains anonymous.	It's unethical and there is no substantial contribution to the world from this research.	they need to do the experiment to show us what we can do to not fall in the hands of hackers.	they should be allowed because they are doing research that will benefit people.	The research will actually provide better security warnings and that can save people from damaging their computers and software.	i think that it would not affect the person.	I see no real reason why this would be done, It's messing with peoples feeds and potentially their emotions	As it would show the person what they did wrong and maybe next time that an actual hacker tries to steal their information they won't fall for it.	It would help them by teaching them how not to fall victim to these attacks	they would contribute to better security warnings
A12C5P89J0S4EP	3X66WABAJWJZKJ8RTCJT49155NPG3D	WithoutImprovingProduct	5168	no	no	no	no	no	no	no	no	no	no	no	unsure	yes	caution	no	yes	no	yes	indifferent	no	indifferent							Experiments like this are fun and interesting.		I don't think it's fair to do the experiment without willing participants 	It makes sense and I can see why they would do it. I wouldn't mind if someone I cared about was a participant.
A12CK2PS96Q3OR	3R08VXYT7CWDIOZEATQ13TZ94CQW7K	Control	1067	no	no	no	no	no	no	no	no	no	no	no	unsure	no	caution	yes	caution	no	no	no	indifferent	yes	Is spam illegal?  If it were, then they shouldn't proceed. If it's not illegal, then I don't see what the difference is between "allowing" a research computer to spam (indirectly) and setting up a spam/online sales room that directly measures.  If recording # of attempts to purchase is the measure, then that could be done on their own spam too.	see above	the person hacked would have gained a valuable life lesson re. computers	see above	yes, as it would produce a more effective security warning system	Wouldn't want any loved one to get caught up in any form of spam, whether for research or not. The ones mostly like to do so would be the computer "naïve" ones like older parents or really young ones (teens)	it's not Fb's role to "protect he moods of psychologically-vulnerable users" to this extent		If they were a student in the university, then I have no objection with the caveat that each student is informed afterward, and passwords are changed. It would be done within a closed system with accountability and a way to inform.	I am getting creeped out as in beginning to wonder if somehow I am part of a computer security experiment in addition to taking a survey on MTurk??????
A12DSM5J7Q9S4Z	3JJVG1YBEBY67HNKR9F8IV8S36K5B7	InsertOnlyPostiveposts	379	no	no	no	no	no	no	no	no	no	no	no	yes	yes	caution	unsure	yes	no	indifferent	no	no	indifferent										
A12EQIULBHM4HJ	3Z9WI9EOZZPJGDB9YOTA6VU8VD5HKD	NoAdvertising	476	no	no	no	no	no	no	no	no	no	no	yes	caution	yes	caution	caution	yes	no	indifferent	indifferent	indifferent	indifferent										
A12F04QMP1PYY9	3A4NIXBJ760GSXU2ALLOD0FJ1VGLMS	WithoutRemovingPositivePosts	4094	yes	no	yes	no	no	yes	no	no	no	no	yes	no	no	no	no	yes	no	no	no	no	yes	bad science	Not with out consent.	Don't temp the researchers with real info.	bad science. Just tell  people to guess which of two options is a phishing attack. No need to be covert at all.	As long as they explain it was all fake afterwards.	Dangerous to mess with this stuff and not very science like.	No consent has been given to do this.	This is immoral but also adds real risk to the victims. A HIT using fake passwords is fine (Ones made up for the HIT)	hacking or phishing for science is still wrong.	It is all explained afterwards so it is ok.
A12KWFVRB1C67A	352YTHGROVEY2BM6DW6UZE5CYOUH4W	NoAdvertising	855	no	no	no	no	no	no	no	no	no	no	no	unsure	caution	no	no	unsure	no	indifferent	no	no	no		I think they should be allowed but only with Facebook members they have approached and given the option to opt-in to a study like that.		As I said above, it's unethical and dangerous.	I would want to know what they are doing with people's financial information that is being used to purchase things, is this webpage encrypted?		I believe that within reason it is a decent experiment, thought it does raise questions about content and consent.		Its dangerous and the morality is not questionable but wrong. What happens if one of the researchers is not an ethical person and uses those passwords and other gathered information?	I would prefer it not, that's all.
